,id,region,price,year,manufacturer,model,fuel,odometer,transmission,size,type,state
21357,7315628941,bakersfield,12208,2012,honda,accord sdn,gas,62095,automatic,mid-size,sedan,ca
21360,7315564377,bakersfield,0,2013,hyundai,sonata limited,gas,58572,automatic,full-size,sedan,ca
21364,7315530548,bakersfield,0,2010,toyota,highlander limited,gas,143067,automatic,mid-size,SUV,ca
21365,7315523963,bakersfield,0,2017,kia,forte,gas,40816,automatic,full-size,sedan,ca
21372,7315496175,bakersfield,0,2017,buick,enclave,other,107727,automatic,full-size,SUV,ca
21379,7315486878,bakersfield,25999,2000,ford,f-250 super cab 7.3l diesel,diesel,118000,automatic,full-size,truck,ca
21380,7315486174,bakersfield,0,2017,honda,accord sedan,gas,92503,automatic,full-size,sedan,ca
21381,7315483512,bakersfield,32950,2006,ford,f350 king ranch,diesel,78853,automatic,full-size,truck,ca
21382,7315481592,bakersfield,29950,2007,ford,f350 super duty lariat,diesel,117288,automatic,full-size,truck,ca
21390,7315456013,bakersfield,0,2014,bmw,3 series,gas,72965,automatic,full-size,sedan,ca
21393,7315451524,bakersfield,11975,2011,mercedes-benz,gl-class gl 350,gas,164000,automatic,full-size,SUV,ca
21395,7315448510,bakersfield,0,2013,subaru,impreza wrx limited,gas,75948,manual,compact,hatchback,ca
21396,7315443922,bakersfield,0,2017,honda,civic sedan,gas,53045,automatic,full-size,sedan,ca
21398,7315412528,bakersfield,0,2017,bmw,3 series,gas,71665,automatic,full-size,sedan,ca
21399,7315411304,bakersfield,7975,2008,nissan,maxima,gas,147000,automatic,mid-size,sedan,ca
21411,7315398470,bakersfield,0,2018,honda,civic sedan,gas,75708,automatic,full-size,sedan,ca
21412,7315392501,bakersfield,3800,1974,volkswagen,beetle,gas,47408,manual,compact,coupe,ca
21413,7315391986,bakersfield,0,2017,honda,pilot ex-l 4dr ex-l,gas,49482,automatic,full-size,SUV,ca
21415,7315374220,bakersfield,6975,2009,toyota,camry,gas,161000,automatic,mid-size,sedan,ca
21416,7315367403,bakersfield,0,2013,bmw,x5,gas,65684,automatic,full-size,SUV,ca
21417,7315350985,bakersfield,0,2015,ford,taurus,other,99594,automatic,full-size,sedan,ca
21427,7315337151,bakersfield,8975,2007,ford,ranger,gas,121000,automatic,mid-size,pickup,ca
21428,7315327793,bakersfield,29900,2011,ford,e450 super duty,gas,113006,automatic,full-size,truck,ca
21429,7315325566,bakersfield,17999,2008,mercedes-benz,benz cl550 amg,gas,108000,automatic,full-size,coupe,ca
21431,7315323086,bakersfield,12399,2016,mini,cooper countryman,gas,53000,automatic,mid-size,hatchback,ca
21432,7315321299,bakersfield,9999,2013,honda,fit,gas,35000,automatic,compact,hatchback,ca
21433,7315317282,bakersfield,15399,2015,volkswagen,golf gti turbo se,gas,67000,automatic,mid-size,hatchback,ca
21434,7315316567,bakersfield,0,2019,jeep,wrangler unlimited rubicon,gas,20827,automatic,full-size,offroad,ca
21435,7315315437,bakersfield,14499,2014,toyota,sienna le 8 pass.,gas,84000,automatic,full-size,mini-van,ca
21436,7315313789,bakersfield,25999,2014,chevrolet,silverado texas ed.,gas,79000,automatic,full-size,pickup,ca
21437,7315311699,bakersfield,16799,2015,honda,cr-v ex,gas,69000,automatic,mid-size,SUV,ca
21438,7315311028,bakersfield,2950,1995,jeep,grand cherokee,gas,257000,automatic,mid-size,SUV,ca
21439,7315304691,bakersfield,4975,2011,chevrolet,impala limited ltz,gas,139000,automatic,mid-size,sedan,ca
21440,7315285050,bakersfield,5900,2001,chevrolet,tahoe 4x4,gas,164035,automatic,mid-size,SUV,ca
21441,7315278973,bakersfield,32000,2021,kia,telluride,gas,2000,automatic,full-size,SUV,ca
21444,7315205507,bakersfield,25950,1990,ford,f250 4x4,gas,42001,manual,full-size,truck,ca
21445,7315205451,bakersfield,45950,2014,ram,3500 laramie crew cab,diesel,143909,automatic,full-size,truck,ca
21446,7315205413,bakersfield,52950,2015,ford,f350 super duty lariat,diesel,106554,automatic,full-size,truck,ca
21447,7315205347,bakersfield,35950,2018,chevrolet,silverado 2500 hd,gas,113869,automatic,full-size,truck,ca
21448,7315205297,bakersfield,33950,2011,ram,2500 crew cab slt,gas,82790,automatic,full-size,truck,ca
21449,7315205244,bakersfield,21950,2015,toyota,tacoma prerunner,gas,112081,automatic,full-size,truck,ca
21450,7315205198,bakersfield,35950,2011,ford,f250 super duty lariat,diesel,157159,automatic,full-size,truck,ca
21451,7315205138,bakersfield,49950,2015,ford,f350 super duty lariat,diesel,124119,automatic,full-size,truck,ca
21452,7315205021,bakersfield,46950,2010,ram,3500 laramie,diesel,94550,automatic,full-size,truck,ca
21453,7315204944,bakersfield,20950,2018,toyota,tundra crewmax,gas,192825,automatic,full-size,truck,ca
21454,7315204890,bakersfield,35950,2018,chevrolet,silverado 2500 hd,gas,106874,automatic,full-size,truck,ca
21455,7315204834,bakersfield,35950,2018,chevrolet,silverado 2500 hd,gas,102365,automatic,full-size,truck,ca
21456,7315204785,bakersfield,24950,2013,ram,2500 crew cab 4x4,gas,153801,automatic,full-size,truck,ca
21457,7315185937,bakersfield,24950,2007,chevrolet,silverado 1500 ls,gas,130375,automatic,full-size,truck,ca
21458,7315153009,bakersfield,7975,2014,volkswagen,passat,gas,157000,automatic,mid-size,sedan,ca
21459,7315141028,bakersfield,6975,2006,nissan,xterra,gas,142000,automatic,full-size,SUV,ca
21463,7315121503,bakersfield,20950,2011,ford,f150 supercrew cab lariat,gas,117996,automatic,full-size,truck,ca
21466,7315116082,bakersfield,12950,2003,chevrolet,avalanche 1500,gas,148947,automatic,full-size,truck,ca
21473,7315110885,bakersfield,6700,2007,bmw,328i,gas,94204,automatic,mid-size,sedan,ca
21474,7315107899,bakersfield,42995,2018,ford,f-150 platinum,gas,61897,automatic,full-size,truck,ca
21477,7315099920,bakersfield,3700,1987,gmc,7000,diesel,155000,automatic,full-size,truck,ca
21484,7315078650,bakersfield,8975,2016,chevrolet,malibu limited,gas,144000,automatic,mid-size,sedan,ca
21485,7315077631,bakersfield,39950,2015,ram,2500 crew cab,gas,86351,automatic,full-size,truck,ca
21486,7315070827,bakersfield,0,2013,honda,accord ex-l sedan,gas,94108,automatic,full-size,sedan,ca
21493,7315053292,bakersfield,13975,2013,ford,explorer,gas,161000,automatic,full-size,SUV,ca
21503,7315043570,bakersfield,0,2017,kia,forte,gas,40816,automatic,full-size,sedan,ca
21513,7315025409,bakersfield,0,2011,toyota,scion xb wgn,gas,133742,automatic,mid-size,SUV,ca
21519,7315012927,bakersfield,0,2017,toyota,tacoma,other,102479,automatic,full-size,pickup,ca
21520,7315010930,bakersfield,9000,1977,ford,f-150,gas,100000,automatic,full-size,pickup,ca
21526,7314970819,bakersfield,0,2019,nissan,altima,gas,34336,automatic,full-size,sedan,ca
21528,7314960334,bakersfield,4499,2007,chevrolet,cobalt lt,gas,177400,automatic,compact,coupe,ca
21529,7314958170,bakersfield,0,2014,nissan,rogue,gas,47287,automatic,full-size,SUV,ca
21534,7314926668,bakersfield,6998,2009,ford,focus,gas,139011,automatic,compact,sedan,ca
21535,7314926388,bakersfield,5998,2007,nissan,altima,gas,181954,automatic,mid-size,sedan,ca
21537,7314925891,bakersfield,14998,2015,kia,optima,gas,70417,automatic,mid-size,sedan,ca
21545,7314924956,bakersfield,13220,2015,chevrolet,malibu,gas,68817,automatic,mid-size,sedan,ca
21547,7314924863,bakersfield,0,2017,nissan,versa,gas,55750,automatic,full-size,sedan,ca
21549,7314924677,bakersfield,12432,2016,chevrolet,malibu limited,gas,82808,automatic,mid-size,sedan,ca
21552,7314920025,bakersfield,7000,2007,chrysler,300,gas,140342,automatic,full-size,sedan,ca
21568,7314910917,bakersfield,0,2018,hyundai,accent,gas,55985,automatic,full-size,sedan,ca
21571,7314904975,bakersfield,13500,1985,toyota,tacoma hilux pickup,gas,267000,automatic,compact,pickup,ca
21573,7314900693,bakersfield,5500,1972,chevrolet,truck,gas,21,manual,full-size,truck,ca
21574,7314896438,bakersfield,3900,2007,honda,civic,gas,160879,automatic,full-size,sedan,ca
21577,7314880446,bakersfield,0,2020,hyundai,accent,gas,30243,automatic,full-size,sedan,ca
21578,7314863626,bakersfield,0,2016,honda,civic sedan,gas,43794,automatic,full-size,sedan,ca
21579,7314849847,bakersfield,0,2016,honda,accord ex sedan,gas,52396,automatic,full-size,sedan,ca
21582,7314837921,bakersfield,4900,2006,honda,accord 4-door sedan,gas,151370,automatic,mid-size,sedan,ca
21584,7314814376,bakersfield,28900,2014,ram,1500 crew cab,diesel,110854,automatic,full-size,truck,ca
21606,7314678169,bakersfield,19950,2003,ford,f250 super duty 4x4,diesel,163388,automatic,full-size,truck,ca
21607,7314670934,bakersfield,55500,2015,ford,f350 super duty,diesel,37200,automatic,full-size,truck,ca
21615,7314585105,bakersfield,10900,2013,honda,accord,gas,163222,automatic,full-size,sedan,ca
21634,7314543691,bakersfield,0,2017,kia,forte,gas,40816,automatic,full-size,sedan,ca
21638,7314521420,bakersfield,0,2013,mercedes-benz,cl63 amg,gas,50203,automatic,compact,other,ca
21639,7314513622,bakersfield,2300,1999,ford,f250 lariat,gas,183000,automatic,full-size,truck,ca
21641,7314512376,bakersfield,6495,2008,nissan,quest 3.5 se,gas,134705,automatic,full-size,mini-van,ca
21643,7314503541,bakersfield,0,2017,honda,accord sedan,gas,92503,automatic,full-size,sedan,ca
21645,7314494269,bakersfield,0,2017,kia,optima 4dr sdn lx,gas,66415,automatic,full-size,sedan,ca
21647,7314472135,bakersfield,0,2014,kia,optima,gas,56979,automatic,full-size,sedan,ca
21648,7314461662,bakersfield,54900,2013,ford,f550 4x4 crew cab,diesel,68570,automatic,full-size,truck,ca
21649,7314460171,bakersfield,0,2017,honda,civic sedan,gas,53045,automatic,full-size,sedan,ca
21653,7314450445,bakersfield,31900,2015,ford,e350 cutaway,gas,140395,automatic,full-size,truck,ca
21654,7314444074,bakersfield,34900,2012,ford,econoline,gas,164279,automatic,full-size,truck,ca
21658,7314430084,bakersfield,26995,2013,ford,f-150,gas,119865,automatic,full-size,truck,ca
21660,7314428858,bakersfield,0,2017,jeep,grand cherokee,gas,48231,automatic,full-size,SUV,ca
21662,7314428599,bakersfield,35995,2009,ford,super duty f-450 drw,diesel,52283,automatic,full-size,truck,ca
21663,7314414973,bakersfield,0,2018,honda,civic sedan,gas,75708,automatic,full-size,sedan,ca
21665,7314384526,bakersfield,0,2013,hyundai,elantra,gas,88016,automatic,full-size,sedan,ca
21675,7314368838,bakersfield,0,2015,ford,taurus,other,99594,automatic,full-size,sedan,ca
21676,7314324121,bakersfield,8675,2007,infiniti,g35,gas,136324,other,mid-size,sedan,ca
21677,7314215581,bakersfield,20950,2015,chevrolet,colorado crew cab z71,gas,146347,automatic,full-size,truck,ca
21678,7314215499,bakersfield,34950,2010,ford,f450 super duty crew,diesel,116677,automatic,full-size,truck,ca
21679,7314208027,bakersfield,9500,2006,toyota,tundra,gas,240300,automatic,full-size,truck,ca
21685,7314117959,bakersfield,4500,1966,datsun,roadster,gas,100000,manual,compact,convertible,ca
21686,7314113646,bakersfield,5999,2004,gmc,yukon denali xl awd,gas,198789,automatic,full-size,SUV,ca
21687,7314107122,bakersfield,4999,2011,chevrolet,hhr lt,gas,131975,automatic,compact,wagon,ca
21689,7314097279,bakersfield,14995,2010,bmw,135i,gas,99600,automatic,sub-compact,coupe,ca
21693,7314060288,bakersfield,0,2017,kia,forte,gas,40816,automatic,full-size,sedan,ca
21716,7314020307,bakersfield,0,2019,cadillac,xts,gas,66403,automatic,full-size,sedan,ca
21721,7314007041,bakersfield,3995,2008,volkswagen,jetta sedan,gas,146842,automatic,compact,sedan,ca
21727,7314006250,bakersfield,3995,2002,audi,a4,gas,119856,automatic,compact,sedan,ca
21732,7314005516,bakersfield,3995,1998,bmw,3-series,gas,136298,automatic,compact,coupe,ca
21734,7314005153,bakersfield,3995,2008,volvo,s80,gas,221137,automatic,mid-size,sedan,ca
21737,7313988688,bakersfield,0,2019,hyundai,sonata,gas,39901,automatic,full-size,sedan,ca
21741,7313976389,bakersfield,0,2014,nissan,rogue,gas,47287,automatic,full-size,SUV,ca
21752,7313943857,bakersfield,0,2018,honda,accord,other,63833,automatic,full-size,sedan,ca
21758,7313929490,bakersfield,0,2018,hyundai,accent,gas,55985,automatic,full-size,sedan,ca
21761,7313897734,bakersfield,0,2018,honda,civic,gas,24347,automatic,full-size,sedan,ca
21763,7313880520,bakersfield,0,2016,honda,civic sedan,gas,43794,automatic,full-size,sedan,ca
21764,7313868404,bakersfield,18500,2002,ford,mustang gt convertible,gas,55000,automatic,mid-size,convertible,ca
21787,7313720988,bakersfield,24950,2005,ford,f250 super duty lariat,diesel,169744,automatic,full-size,truck,ca
21788,7313695699,bakersfield,6000,2003,dodge,grand caravan se,gas,128000,automatic,mid-size,mini-van,ca
21789,7313686423,bakersfield,13950,2004,ram,1500 quad cab,gas,152819,automatic,full-size,truck,ca
21790,7313685037,bakersfield,29950,2007,ford,f250 super duty lariat,diesel,97192,automatic,full-size,truck,ca
21791,7313682135,bakersfield,10950,2001,ram,2500,gas,137668,automatic,full-size,truck,ca
21794,7313681627,bakersfield,29950,2017,chevrolet,silverado 2500 hd,gas,172769,automatic,full-size,truck,ca
21804,7313675602,bakersfield,25950,2008,ford,f250 super duty xlt,diesel,145935,automatic,full-size,truck,ca
21805,7313675020,bakersfield,32950,2015,ford,f250 super duty 4x4,diesel,157771,automatic,full-size,truck,ca
21808,7313658813,bakersfield,9975,2012,bmw,328i,gas,159000,automatic,mid-size,sedan,ca
21812,7313622986,bakersfield,4000,2000,jeep,grand cherokee limited 4x4,gas,240000,automatic,mid-size,SUV,ca
21814,7313606619,bakersfield,7975,2013,ford,c-max hybrid,hybrid,139000,automatic,mid-size,hatchback,ca
21817,7313576798,bakersfield,11975,2009,ford,mustang gt,gas,169000,manual,mid-size,coupe,ca
21824,7313560639,bakersfield,0,2017,kia,forte,gas,40816,automatic,full-size,sedan,ca
21825,7313555468,bakersfield,14975,2008,chevrolet,silverado 1500 4x4,gas,182000,automatic,full-size,truck,ca
21841,7313530567,bakersfield,0,2017,honda,civic,other,66981,automatic,full-size,sedan,ca
21846,7313520323,bakersfield,0,2017,honda,accord sedan,gas,92503,automatic,full-size,sedan,ca
21852,7313488020,bakersfield,0,2015,ford,flex,gas,95371,automatic,full-size,wagon,ca
21857,7313475008,bakersfield,0,2017,honda,civic sedan,gas,53045,automatic,full-size,sedan,ca
21867,7313459996,bakersfield,21500,2012,chevrolet,silverado 1500 4x4,gas,100611,automatic,full-size,truck,ca
21873,7313441681,bakersfield,0,2019,dodge,challenger,gas,12024,automatic,full-size,coupe,ca
21875,7313427384,bakersfield,0,2018,honda,civic sedan,gas,75708,automatic,full-size,sedan,ca
21881,7313397528,bakersfield,8900,2012,honda,civic lx,gas,82859,automatic,compact,coupe,ca
21882,7313394255,bakersfield,0,2019,dodge,charger,gas,37230,automatic,full-size,sedan,ca
21884,7313391448,bakersfield,13500,2004,toyota,tacoma,gas,146340,automatic,mid-size,pickup,ca
21886,7313378115,bakersfield,0,2015,ford,taurus,other,99594,automatic,full-size,sedan,ca
21894,7313220426,bakersfield,23950,2015,chevrolet,silverado,gas,180329,automatic,full-size,truck,ca
21896,7313201568,bakersfield,8400,2017,mitsubishi,outlander sport,gas,143120,automatic,mid-size,SUV,ca
21897,7313196675,bakersfield,6100,2000,toyota,tacoma,gas,213000,automatic,full-size,truck,ca
21901,7313150624,bakersfield,14995,2004,ford,f150 supercrew cab,gas,98872,automatic,compact,pickup,ca
21910,7313081669,bakersfield,14500,1997,ford,f250,diesel,352722,manual,full-size,truck,ca
21916,7313053216,bakersfield,0,2017,kia,forte,gas,40816,automatic,full-size,sedan,ca
21922,7313010031,bakersfield,0,2019,cadillac,xts,gas,66403,automatic,full-size,sedan,ca
21924,7312986879,bakersfield,9750,2011,bmw,535gt,gas,196000,automatic,full-size,hatchback,ca
21934,7312963855,bakersfield,0,2014,nissan,rogue,gas,47287,automatic,full-size,SUV,ca
21939,7312952015,bakersfield,15000,1971,chevrolet,elcamino,gas,68000,automatic,mid-size,pickup,ca
21940,7312941363,bakersfield,7800,2007,acura,rdx sh-awd,gas,195250,automatic,mid-size,SUV,ca
21944,7312927343,bakersfield,18700,2016,honda,hr-v ex-l w/navi,gas,17117,automatic,compact,SUV,ca
21947,7312913639,bakersfield,0,2018,hyundai,accent,gas,55985,automatic,full-size,sedan,ca
21962,7312861673,bakersfield,0,2016,honda,civic sedan,gas,43794,automatic,full-size,sedan,ca
21965,7312857325,bakersfield,10000,2006,chevrolet,silverado 1500 lt,gas,23500,automatic,full-size,truck,ca
21970,7312800860,bakersfield,9500,2012,hyundai,veracruz limited,gas,114258,automatic,compact,sedan,ca
21972,7312791679,bakersfield,6200,2013,ford,focus se,gas,100125,automatic,compact,sedan,ca
21977,7312731566,bakersfield,2000,2008,pontiac,g6 gxp,gas,101086,automatic,mid-size,coupe,ca
21980,7312698155,bakersfield,7999,2011,chevrolet,cruze 2lt rs,gas,134250,automatic,mid-size,sedan,ca
21982,7312688653,bakersfield,21950,2003,ram,3500 quad cab,diesel,217224,automatic,full-size,truck,ca
21983,7312602865,bakersfield,5000,2009,volkswagen,jetta,gas,136000,automatic,mid-size,sedan,ca
21987,7312538898,bakersfield,0,2017,kia,forte,gas,40816,automatic,full-size,sedan,ca
21988,7312529687,bakersfield,38000,1968,porsche,912,gas,57000,manual,mid-size,coupe,ca
21991,7312501777,bakersfield,0,2017,honda,accord sedan,gas,92503,automatic,full-size,sedan,ca
21993,7312464234,bakersfield,0,2017,audi,a4,gas,88000,automatic,compact,sedan,ca
21994,7312459769,bakersfield,0,2017,honda,civic sedan,gas,53045,automatic,full-size,sedan,ca
21998,7312439538,bakersfield,7500,2009,gmc,acadia,gas,184000,automatic,mid-size,wagon,ca
22001,7312415517,bakersfield,0,2018,honda,civic sedan,gas,75708,automatic,full-size,sedan,ca
22002,7312413410,bakersfield,3999,2006,pontiac,vibe,gas,192393,automatic,compact,hatchback,ca
22009,7312372342,bakersfield,0,2015,ford,taurus,other,99594,automatic,full-size,sedan,ca
22010,7312366221,bakersfield,6000,2008,nissan,titan,gas,220000,automatic,full-size,truck,ca
22019,7312246047,bakersfield,29950,2007,ford,f250 super duty xlt,diesel,90598,automatic,full-size,truck,ca
22020,7312226766,bakersfield,5500,2002,lincoln,town car,gas,69645,automatic,full-size,sedan,ca
